Indicator,Type,Status,Attribute::Source,Attribute::Source Type,Campaign,Campaign Attribution Details,Campaign Confidence,Create Date,Comments,Attribute::Attack Phase
acae4a875cd160c015adfdea57bd62c4,MD5,Active,http://securelist.com/analysis/publications/65545/the-epic-turla-operation/,Kaspersky Lab,Epic Turla,"Over the last 10 months, Kaspersky Lab researchers have analyzed a massive cyber-espionage operation which we call ""Epic Turla"". The attackers behind Epic Turla have infected several hundred computers in more than 45 countries, including government institutions, embassies, military, education, research and pharmaceutical companies.",High,8/7/2014 13:55,,
losdivulgadores.com/wp-content/plugins/wp-themes/,URL,Active,http://securelist.com/analysis/publications/65545/the-epic-turla-operation/,Kaspersky Lab,Epic Turla,"Over the last 10 months, Kaspersky Lab researchers have analyzed a massive cyber-espionage operation which we call ""Epic Turla"". The attackers behind Epic Turla have infected several hundred computers in more than 45 countries, including government institutions, embassies, military, education, research and pharmaceutical companies.",High,8/7/2014 13:55,,
gspersia.com/first/fa/components/com_sitemap/,URL,Active,http://securelist.com/analysis/publications/65545/the-epic-turla-operation/,Kaspersky Lab,Epic Turla,"Over the last 10 months, Kaspersky Lab researchers have analyzed a massive cyber-espionage operation which we call ""Epic Turla"". The attackers behind Epic Turla have infected several hundred computers in more than 45 countries, including government institutions, embassies, military, education, research and pharmaceutical companies.",High,8/7/2014 13:55,,
blog.epiccosplay.com/wp-includes/sitemap/,URL,Active,http://securelist.com/analysis/publications/65545/the-epic-turla-operation/,Kaspersky Lab,Epic Turla,"Over the last 10 months, Kaspersky Lab researchers have analyzed a massive cyber-espionage operation which we call ""Epic Turla"". The attackers behind Epic Turla have infected several hundred computers in more than 45 countries, including government institutions, embassies, military, education, research and pharmaceutical companies.",High,8/7/2014 13:55,,
gofree.ir/wp-content/plugins/online-chat/,URL,Active,http://securelist.com/analysis/publications/65545/the-epic-turla-operation/,Kaspersky Lab,Epic Turla,"Over the last 10 months, Kaspersky Lab researchers have analyzed a massive cyber-espionage operation which we call ""Epic Turla"". The attackers behind Epic Turla have infected several hundred computers in more than 45 countries, including government institutions, embassies, military, education, research and pharmaceutical companies.",High,8/7/2014 13:55,,
homaxcompany.com/components/com_sitemap/,URL,Active,http://securelist.com/analysis/publications/65545/the-epic-turla-operation/,Kaspersky Lab,Epic Turla,"Over the last 10 months, Kaspersky Lab researchers have analyzed a massive cyber-espionage operation which we call ""Epic Turla"". The attackers behind Epic Turla have infected several hundred computers in more than 45 countries, including government institutions, embassies, military, education, research and pharmaceutical companies.",High,8/7/2014 13:55,,
www.hadilotfi.com/wp-content/themes/profile/,URL,Active,http://securelist.com/analysis/publications/65545/the-epic-turla-operation/,Kaspersky Lab,Epic Turla,"Over the last 10 months, Kaspersky Lab researchers have analyzed a massive cyber-espionage operation which we call ""Epic Turla"". The attackers behind Epic Turla have infected several hundred computers in more than 45 countries, including government institutions, embassies, military, education, research and pharmaceutical companies.",High,8/7/2014 13:55,,
mortezanevis.ir/wp-content/plugins/wp-static/,URL,Active,http://securelist.com/analysis/publications/65545/the-epic-turla-operation/,Kaspersky Lab,Epic Turla,"Over the last 10 months, Kaspersky Lab researchers have analyzed a massive cyber-espionage operation which we call ""Epic Turla"". The attackers behind Epic Turla have infected several hundred computers in more than 45 countries, including government institutions, embassies, military, education, research and pharmaceutical companies.",High,8/7/2014 13:55,,
ncmp2014.com/modules/mod_feed/feed/,URL,Active,http://securelist.com/analysis/publications/65545/the-epic-turla-operation/,Kaspersky Lab,Epic Turla,"Over the last 10 months, Kaspersky Lab researchers have analyzed a massive cyber-espionage operation which we call ""Epic Turla"". The attackers behind Epic Turla have infected several hundred computers in more than 45 countries, including government institutions, embassies, military, education, research and pharmaceutical companies.",High,8/7/2014 13:55,,
mebroad.com/wp-content/gallery/posters/img/,URL,Active,http://securelist.com/analysis/publications/65545/the-epic-turla-operation/,Kaspersky Lab,Epic Turla,"Over the last 10 months, Kaspersky Lab researchers have analyzed a massive cyber-espionage operation which we call ""Epic Turla"". The attackers behind Epic Turla have infected several hundred computers in more than 45 countries, including government institutions, embassies, military, education, research and pharmaceutical companies.",High,8/7/2014 13:55,,
gruenerenate.de/wp-content/plugins/bbpress/includes/lang/,URL,Active,http://securelist.com/analysis/publications/65545/the-epic-turla-operation/,Kaspersky Lab,Epic Turla,"Over the last 10 months, Kaspersky Lab researchers have analyzed a massive cyber-espionage operation which we call ""Epic Turla"". The attackers behind Epic Turla have infected several hundred computers in more than 45 countries, including government institutions, embassies, military, education, research and pharmaceutical companies.",High,8/7/2014 13:55,,
www.arshinmalalan.com/themes/v6/templates/css/in.php,URL,Active,http://securelist.com/analysis/publications/65545/the-epic-turla-operation/,Kaspersky Lab,Epic Turla,"Over the last 10 months, Kaspersky Lab researchers have analyzed a massive cyber-espionage operation which we call ""Epic Turla"". The attackers behind Epic Turla have infected several hundred computers in more than 45 countries, including government institutions, embassies, military, education, research and pharmaceutical companies.",High,8/7/2014 13:55,,
products.parentsupermarket.com/phpMyAdmin/,URL,Active,http://securelist.com/analysis/publications/65545/the-epic-turla-operation/,Kaspersky Lab,Epic Turla,"Over the last 10 months, Kaspersky Lab researchers have analyzed a massive cyber-espionage operation which we call ""Epic Turla"". The attackers behind Epic Turla have infected several hundred computers in more than 45 countries, including government institutions, embassies, military, education, research and pharmaceutical companies.",High,8/7/2014 13:55,,
c-si.ir/includes/,URL,Active,http://securelist.com/analysis/publications/65545/the-epic-turla-operation/,Kaspersky Lab,Epic Turla,"Over the last 10 months, Kaspersky Lab researchers have analyzed a massive cyber-espionage operation which we call ""Epic Turla"". The attackers behind Epic Turla have infected several hundred computers in more than 45 countries, including government institutions, embassies, military, education, research and pharmaceutical companies.",High,8/7/2014 13:55,,
mkiyanpoor.ir/wp-includes/,URL,Active,http://securelist.com/analysis/publications/65545/the-epic-turla-operation/,Kaspersky Lab,Epic Turla,"Over the last 10 months, Kaspersky Lab researchers have analyzed a massive cyber-espionage operation which we call ""Epic Turla"". The attackers behind Epic Turla have infected several hundred computers in more than 45 countries, including government institutions, embassies, military, education, research and pharmaceutical companies.",High,8/7/2014 13:55,,
www.massage-ketsch.de/wp-includes/,URL,Active,http://securelist.com/analysis/publications/65545/the-epic-turla-operation/,Kaspersky Lab,Epic Turla,"Over the last 10 months, Kaspersky Lab researchers have analyzed a massive cyber-espionage operation which we call ""Epic Turla"". The attackers behind Epic Turla have infected several hundred computers in more than 45 countries, including government institutions, embassies, military, education, research and pharmaceutical companies.",High,8/7/2014 13:55,,
onereliablesource.com/wp-content/plugins/sitemap/,URL,Active,http://securelist.com/analysis/publications/65545/the-epic-turla-operation/,Kaspersky Lab,Epic Turla,"Over the last 10 months, Kaspersky Lab researchers have analyzed a massive cyber-espionage operation which we call ""Epic Turla"". The attackers behind Epic Turla have infected several hundred computers in more than 45 countries, including government institutions, embassies, military, education, research and pharmaceutical companies.",High,8/7/2014 13:55,,
petrymantenimiento.com/wp-content/plugins/wordpress-form-manager/lang/,URL,Active,http://securelist.com/analysis/publications/65545/the-epic-turla-operation/,Kaspersky Lab,Epic Turla,"Over the last 10 months, Kaspersky Lab researchers have analyzed a massive cyber-espionage operation which we call ""Epic Turla"". The attackers behind Epic Turla have infected several hundred computers in more than 45 countries, including government institutions, embassies, military, education, research and pharmaceutical companies.",High,8/7/2014 13:55,,
ohsoverydarling.com/wp-content/themes/verification/,URL,Active,http://securelist.com/analysis/publications/65545/the-epic-turla-operation/,Kaspersky Lab,Epic Turla,"Over the last 10 months, Kaspersky Lab researchers have analyzed a massive cyber-espionage operation which we call ""Epic Turla"". The attackers behind Epic Turla have infected several hundred computers in more than 45 countries, including government institutions, embassies, military, education, research and pharmaceutical companies.",High,8/7/2014 13:55,,
poissonnerieantoine.com/web/wp-content/themes/titan/view/,URL,Active,http://securelist.com/analysis/publications/65545/the-epic-turla-operation/,Kaspersky Lab,Epic Turla,"Over the last 10 months, Kaspersky Lab researchers have analyzed a massive cyber-espionage operation which we call ""Epic Turla"". The attackers behind Epic Turla have infected several hundred computers in more than 45 countries, including government institutions, embassies, military, education, research and pharmaceutical companies.",High,8/7/2014 13:55,,
www.gholghola.com/azemashoorhost/smarty/tmpl/,URL,Active,http://securelist.com/analysis/publications/65545/the-epic-turla-operation/,Kaspersky Lab,Epic Turla,"Over the last 10 months, Kaspersky Lab researchers have analyzed a massive cyber-espionage operation which we call ""Epic Turla"". The attackers behind Epic Turla have infected several hundred computers in more than 45 countries, including government institutions, embassies, military, education, research and pharmaceutical companies.",High,8/7/2014 13:55,,
www.saglikdetay.com/wp-includes/images/icons/,URL,Active,http://securelist.com/analysis/publications/65545/the-epic-turla-operation/,Kaspersky Lab,Epic Turla,"Over the last 10 months, Kaspersky Lab researchers have analyzed a massive cyber-espionage operation which we call ""Epic Turla"". The attackers behind Epic Turla have infected several hundred computers in more than 45 countries, including government institutions, embassies, military, education, research and pharmaceutical companies.",High,8/7/2014 13:55,,
www.entesharati.com/wp-content/plugins/edd-paginate/,URL,Active,http://securelist.com/analysis/publications/65545/the-epic-turla-operation/,Kaspersky Lab,Epic Turla,"Over the last 10 months, Kaspersky Lab researchers have analyzed a massive cyber-espionage operation which we call ""Epic Turla"". The attackers behind Epic Turla have infected several hundred computers in more than 45 countries, including government institutions, embassies, military, education, research and pharmaceutical companies.",High,8/7/2014 13:55,,
iranabad.com/sarzamin/cms/application/classess/plugins/,URL,Active,http://securelist.com/analysis/publications/65545/the-epic-turla-operation/,Kaspersky Lab,Epic Turla,"Over the last 10 months, Kaspersky Lab researchers have analyzed a massive cyber-espionage operation which we call ""Epic Turla"". The attackers behind Epic Turla have infected several hundred computers in more than 45 countries, including government institutions, embassies, military, education, research and pharmaceutical companies.",High,8/7/2014 13:55,,
deltateam.ir/components/com_sitemap/,URL,Active,http://securelist.com/analysis/publications/65545/the-epic-turla-operation/,Kaspersky Lab,Epic Turla,"Over the last 10 months, Kaspersky Lab researchers have analyzed a massive cyber-espionage operation which we call ""Epic Turla"". The attackers behind Epic Turla have infected several hundred computers in more than 45 countries, including government institutions, embassies, military, education, research and pharmaceutical companies.",High,8/7/2014 13:55,,
akva-clean.ru/typo3temp/,URL,Active,http://securelist.com/analysis/publications/65545/the-epic-turla-operation/,Kaspersky Lab,Epic Turla,"Over the last 10 months, Kaspersky Lab researchers have analyzed a massive cyber-espionage operation which we call ""Epic Turla"". The attackers behind Epic Turla have infected several hundred computers in more than 45 countries, including government institutions, embassies, military, education, research and pharmaceutical companies.",High,8/7/2014 13:55,,
discontr.com/wp-content/themes/twentytwelve/,URL,Active,http://securelist.com/analysis/publications/65545/the-epic-turla-operation/,Kaspersky Lab,Epic Turla,"Over the last 10 months, Kaspersky Lab researchers have analyzed a massive cyber-espionage operation which we call ""Epic Turla"". The attackers behind Epic Turla have infected several hundred computers in more than 45 countries, including government institutions, embassies, military, education, research and pharmaceutical companies.",High,8/7/2014 13:55,,
curaj.net/pepeni/images/,URL,Active,http://securelist.com/analysis/publications/65545/the-epic-turla-operation/,Kaspersky Lab,Epic Turla,"Over the last 10 months, Kaspersky Lab researchers have analyzed a massive cyber-espionage operation which we call ""Epic Turla"". The attackers behind Epic Turla have infected several hundred computers in more than 45 countries, including government institutions, embassies, military, education, research and pharmaceutical companies.",High,8/7/2014 13:55,,
executrek.org/components/com_sitemap/,URL,Active,http://securelist.com/analysis/publications/65545/the-epic-turla-operation/,Kaspersky Lab,Epic Turla,"Over the last 10 months, Kaspersky Lab researchers have analyzed a massive cyber-espionage operation which we call ""Epic Turla"". The attackers behind Epic Turla have infected several hundred computers in more than 45 countries, including government institutions, embassies, military, education, research and pharmaceutical companies.",High,8/7/2014 13:55,,
amoodgostar.com/wp-content/themes/simplebanner/,URL,Active,http://securelist.com/analysis/publications/65545/the-epic-turla-operation/,Kaspersky Lab,Epic Turla,"Over the last 10 months, Kaspersky Lab researchers have analyzed a massive cyber-espionage operation which we call ""Epic Turla"". The attackers behind Epic Turla have infected several hundred computers in more than 45 countries, including government institutions, embassies, military, education, research and pharmaceutical companies.",High,8/7/2014 13:55,,
gayamore.com/gallery/090607/,URL,Active,http://securelist.com/analysis/publications/65545/the-epic-turla-operation/,Kaspersky Lab,Epic Turla,"Over the last 10 months, Kaspersky Lab researchers have analyzed a massive cyber-espionage operation which we call ""Epic Turla"". The attackers behind Epic Turla have infected several hundred computers in more than 45 countries, including government institutions, embassies, military, education, research and pharmaceutical companies.",High,8/7/2014 13:55,,
www.automation-net.ru/typo3temp/,URL,Active,http://securelist.com/analysis/publications/65545/the-epic-turla-operation/,Kaspersky Lab,Epic Turla,"Over the last 10 months, Kaspersky Lab researchers have analyzed a massive cyber-espionage operation which we call ""Epic Turla"". The attackers behind Epic Turla have infected several hundred computers in more than 45 countries, including government institutions, embassies, military, education, research and pharmaceutical companies.",High,8/7/2014 13:55,,
www.lacitedufleuve.com/Connections1/,URL,Active,http://securelist.com/analysis/publications/65545/the-epic-turla-operation/,Kaspersky Lab,Epic Turla,"Over the last 10 months, Kaspersky Lab researchers have analyzed a massive cyber-espionage operation which we call ""Epic Turla"". The attackers behind Epic Turla have infected several hundred computers in more than 45 countries, including government institutions, embassies, military, education, research and pharmaceutical companies.",High,8/7/2014 13:55,,
www.aspit.sn/administrator/modules/mod_feed/,URL,Active,http://securelist.com/analysis/publications/65545/the-epic-turla-operation/,Kaspersky Lab,Epic Turla,"Over the last 10 months, Kaspersky Lab researchers have analyzed a massive cyber-espionage operation which we call ""Epic Turla"". The attackers behind Epic Turla have infected several hundred computers in more than 45 countries, including government institutions, embassies, military, education, research and pharmaceutical companies.",High,8/7/2014 13:55,,
khrn.tk/wp-includes/,URL,Active,http://securelist.com/analysis/publications/65545/the-epic-turla-operation/,Kaspersky Lab,Epic Turla,"Over the last 10 months, Kaspersky Lab researchers have analyzed a massive cyber-espionage operation which we call ""Epic Turla"". The attackers behind Epic Turla have infected several hundred computers in more than 45 countries, including government institutions, embassies, military, education, research and pharmaceutical companies.",High,8/7/2014 13:55,,
pradlolux.cz/system/helper/,URL,Active,http://securelist.com/analysis/publications/65545/the-epic-turla-operation/,Kaspersky Lab,Epic Turla,"Over the last 10 months, Kaspersky Lab researchers have analyzed a massive cyber-espionage operation which we call ""Epic Turla"". The attackers behind Epic Turla have infected several hundred computers in more than 45 countries, including government institutions, embassies, military, education, research and pharmaceutical companies.",High,8/7/2014 13:55,,
original-key.com/catalog/controller/payment/,URL,Active,http://securelist.com/analysis/publications/65545/the-epic-turla-operation/,Kaspersky Lab,Epic Turla,"Over the last 10 months, Kaspersky Lab researchers have analyzed a massive cyber-espionage operation which we call ""Epic Turla"". The attackers behind Epic Turla have infected several hundred computers in more than 45 countries, including government institutions, embassies, military, education, research and pharmaceutical companies.",High,8/7/2014 13:55,,
www.noraci.com/wp-includes/,URL,Active,http://securelist.com/analysis/publications/65545/the-epic-turla-operation/,Kaspersky Lab,Epic Turla,"Over the last 10 months, Kaspersky Lab researchers have analyzed a massive cyber-espionage operation which we call ""Epic Turla"". The attackers behind Epic Turla have infected several hundred computers in more than 45 countries, including government institutions, embassies, military, education, research and pharmaceutical companies.",High,8/7/2014 13:55,,
tuvpr.com/backup/wp-includes/,URL,Active,http://securelist.com/analysis/publications/65545/the-epic-turla-operation/,Kaspersky Lab,Epic Turla,"Over the last 10 months, Kaspersky Lab researchers have analyzed a massive cyber-espionage operation which we call ""Epic Turla"". The attackers behind Epic Turla have infected several hundred computers in more than 45 countries, including government institutions, embassies, military, education, research and pharmaceutical companies.",High,8/7/2014 13:55,,
www.boshraamin.com/wp-includes/,URL,Active,http://securelist.com/analysis/publications/65545/the-epic-turla-operation/,Kaspersky Lab,Epic Turla,"Over the last 10 months, Kaspersky Lab researchers have analyzed a massive cyber-espionage operation which we call ""Epic Turla"". The attackers behind Epic Turla have infected several hundred computers in more than 45 countries, including government institutions, embassies, military, education, research and pharmaceutical companies.",High,8/7/2014 13:55,,
www.bestjob.my/system/modules/comments/,URL,Active,http://securelist.com/analysis/publications/65545/the-epic-turla-operation/,Kaspersky Lab,Epic Turla,"Over the last 10 months, Kaspersky Lab researchers have analyzed a massive cyber-espionage operation which we call ""Epic Turla"". The attackers behind Epic Turla have infected several hundred computers in more than 45 countries, including government institutions, embassies, military, education, research and pharmaceutical companies.",High,8/7/2014 13:55,,
rollinghillsfitness.com/wp-includes/,URL,Active,http://securelist.com/analysis/publications/65545/the-epic-turla-operation/,Kaspersky Lab,Epic Turla,"Over the last 10 months, Kaspersky Lab researchers have analyzed a massive cyber-espionage operation which we call ""Epic Turla"". The attackers behind Epic Turla have infected several hundred computers in more than 45 countries, including government institutions, embassies, military, education, research and pharmaceutical companies.",High,8/7/2014 13:55,,
masterciw.com,FQDN,Active,http://securelist.com/analysis/publications/65545/the-epic-turla-operation/,Kaspersky Lab,Epic Turla,"Over the last 10 months, Kaspersky Lab researchers have analyzed a massive cyber-espionage operation which we call ""Epic Turla"". The attackers behind Epic Turla have infected several hundred computers in more than 45 countries, including government institutions, embassies, military, education, research and pharmaceutical companies.",High,8/7/2014 13:55,,
avg-update.sytes.net,FQDN,Active,http://securelist.com/analysis/publications/65545/the-epic-turla-operation/,Kaspersky Lab,Epic Turla,"Over the last 10 months, Kaspersky Lab researchers have analyzed a massive cyber-espionage operation which we call ""Epic Turla"". The attackers behind Epic Turla have infected several hundred computers in more than 45 countries, including government institutions, embassies, military, education, research and pharmaceutical companies.",High,8/7/2014 13:55,,
newsforum.servehttp.com,FQDN,Active,http://securelist.com/analysis/publications/65545/the-epic-turla-operation/,Kaspersky Lab,Epic Turla,"Over the last 10 months, Kaspersky Lab researchers have analyzed a massive cyber-espionage operation which we call ""Epic Turla"". The attackers behind Epic Turla have infected several hundred computers in more than 45 countries, including government institutions, embassies, military, education, research and pharmaceutical companies.",High,8/7/2014 13:55,,
newsweek.servehttp.com,FQDN,Active,http://securelist.com/analysis/publications/65545/the-epic-turla-operation/,Kaspersky Lab,Epic Turla,"Over the last 10 months, Kaspersky Lab researchers have analyzed a massive cyber-espionage operation which we call ""Epic Turla"". The attackers behind Epic Turla have infected several hundred computers in more than 45 countries, including government institutions, embassies, military, education, research and pharmaceutical companies.",High,8/7/2014 13:55,,
adobe.faqserv.com,FQDN,Active,http://securelist.com/analysis/publications/65545/the-epic-turla-operation/,Kaspersky Lab,Epic Turla,"Over the last 10 months, Kaspersky Lab researchers have analyzed a massive cyber-espionage operation which we call ""Epic Turla"". The attackers behind Epic Turla have infected several hundred computers in more than 45 countries, including government institutions, embassies, military, education, research and pharmaceutical companies.",High,8/7/2014 13:55,,
cqcount.servehttp.com,FQDN,Active,http://securelist.com/analysis/publications/65545/the-epic-turla-operation/,Kaspersky Lab,Epic Turla,"Over the last 10 months, Kaspersky Lab researchers have analyzed a massive cyber-espionage operation which we call ""Epic Turla"". The attackers behind Epic Turla have infected several hundred computers in more than 45 countries, including government institutions, embassies, military, education, research and pharmaceutical companies.",High,8/7/2014 13:55,,
easycounter.sytes.net,FQDN,Active,http://securelist.com/analysis/publications/65545/the-epic-turla-operation/,Kaspersky Lab,Epic Turla,"Over the last 10 months, Kaspersky Lab researchers have analyzed a massive cyber-espionage operation which we call ""Epic Turla"". The attackers behind Epic Turla have infected several hundred computers in more than 45 countries, including government institutions, embassies, military, education, research and pharmaceutical companies.",High,8/7/2014 13:55,,
newsweek.serveblog.net,FQDN,Active,http://securelist.com/analysis/publications/65545/the-epic-turla-operation/,Kaspersky Lab,Epic Turla,"Over the last 10 months, Kaspersky Lab researchers have analyzed a massive cyber-espionage operation which we call ""Epic Turla"". The attackers behind Epic Turla have infected several hundred computers in more than 45 countries, including government institutions, embassies, military, education, research and pharmaceutical companies.",High,8/7/2014 13:55,,
image.servepics.com,FQDN,Active,http://securelist.com/analysis/publications/65545/the-epic-turla-operation/,Kaspersky Lab,Epic Turla,"Over the last 10 months, Kaspersky Lab researchers have analyzed a massive cyber-espionage operation which we call ""Epic Turla"". The attackers behind Epic Turla have infected several hundred computers in more than 45 countries, including government institutions, embassies, military, education, research and pharmaceutical companies.",High,8/7/2014 13:55,,
nightday.comxa.com,FQDN,Active,http://www.symantec.com/security_response/writeup.jsp?docid=2014-011316-1921-99&tabid=2,Symantec,Epic Turla,"A cyberespionage campaign involving malware known as Wipbot and Turla has systematically targeted the governments and embassies of a number of former Eastern Bloc countries. Trojan.Wipbot (known by other vendors as Tavdig) is a back door used to facilitate reconnaissance operations before the attackers shift to long term monitoring operations using Trojan.Turla (which is known by other vendors as Uroboros, Snake, and Carbon). It appears that this combination of malware has been used for classic espionage-type operations for at least four years. Because of the targets chosen and the advanced nature of the malware used, Symantec believes that a state-sponsored group was behind these attacks.",High,1/13/2014,Troja.Turla,C2
sanky.sportsontheweb.net,FQDN,Active,http://www.symantec.com/security_response/writeup.jsp?docid=2014-011316-1921-99&tabid=2,Symantec,Epic Turla,"A cyberespionage campaign involving malware known as Wipbot and Turla has systematically targeted the governments and embassies of a number of former Eastern Bloc countries. Trojan.Wipbot (known by other vendors as Tavdig) is a back door used to facilitate reconnaissance operations before the attackers shift to long term monitoring operations using Trojan.Turla (which is known by other vendors as Uroboros, Snake, and Carbon). It appears that this combination of malware has been used for classic espionage-type operations for at least four years. Because of the targets chosen and the advanced nature of the malware used, Symantec believes that a state-sponsored group was behind these attacks.",High,1/13/2014,Troja.Turla,C2
tiger.netii.net,FQDN,Active,http://www.symantec.com/security_response/writeup.jsp?docid=2014-011316-1921-99&tabid=2,Symantec,Epic Turla,"A cyberespionage campaign involving malware known as Wipbot and Turla has systematically targeted the governments and embassies of a number of former Eastern Bloc countries. Trojan.Wipbot (known by other vendors as Tavdig) is a back door used to facilitate reconnaissance operations before the attackers shift to long term monitoring operations using Trojan.Turla (which is known by other vendors as Uroboros, Snake, and Carbon). It appears that this combination of malware has been used for classic espionage-type operations for at least four years. Because of the targets chosen and the advanced nature of the malware used, Symantec believes that a state-sponsored group was behind these attacks.",High,1/13/2014,Troja.Turla,C2
north-area.bbsindex.com,FQDN,Active,http://www.symantec.com/security_response/writeup.jsp?docid=2014-011316-1921-99&tabid=2,Symantec,Epic Turla,"A cyberespionage campaign involving malware known as Wipbot and Turla has systematically targeted the governments and embassies of a number of former Eastern Bloc countries. Trojan.Wipbot (known by other vendors as Tavdig) is a back door used to facilitate reconnaissance operations before the attackers shift to long term monitoring operations using Trojan.Turla (which is known by other vendors as Uroboros, Snake, and Carbon). It appears that this combination of malware has been used for classic espionage-type operations for at least four years. Because of the targets chosen and the advanced nature of the malware used, Symantec believes that a state-sponsored group was behind these attacks.",High,1/13/2014,Troja.Turla,C2
